uni.title	en	missing	-	Beehive University	<ABSENT>
uni.title	ru	missing	-	Beehive University	<ABSENT>
uni.title	uk	missing	-	Beehive University	<ABSENT>
uni.title	tt	missing	-	Beehive University	<ABSENT>
uni.title	cs	missing	-	Beehive University	<ABSENT>
uni.title	lv	missing	-	Beehive University	<ABSENT>
uni.title	gd	missing	-	Beehive University	<ABSENT>
uni.title	de	missing	-	Beehive University	<ABSENT>
uni.title	nl	missing	-	Beehive University	<ABSENT>
uni.title	nl-be	missing	-	Beehive University	<ABSENT>
uni.title	da	missing	-	Beehive University	<ABSENT>
uni.title	nb	missing	-	Beehive University	<ABSENT>
uni.title	sv	missing	-	Beehive University	<ABSENT>
uni.title	fi	missing	-	Beehive University	<ABSENT>
uni.title	es	missing	-	Beehive University	<ABSENT>
uni.title	fr	missing	-	Beehive University	<ABSENT>
uni.title	hu	missing	-	Beehive University	<ABSENT>
uni.title	tr	missing	-	Beehive University	<ABSENT>
uni.title	zh	missing	-	Beehive University	<ABSENT>
uni.title	ja	missing	-	Beehive University	<ABSENT>
uni.title	ko	missing	-	Beehive University	<ABSENT>
uni.title	th	missing	-	Beehive University	<ABSENT>
uni.title	ar	missing	-	Beehive University	<ABSENT>
uni.title	he	missing	-	Beehive University	<ABSENT>
uni.title	fa	missing	-	Beehive University	<ABSENT>
uni.title	ur	missing	-	Beehive University	<ABSENT>
uni.title	hi	missing	-	Beehive University	<ABSENT>
uni.title	bn	missing	-	Beehive University	<ABSENT>
uni.title	sa	missing	-	Beehive University	<ABSENT>
uni.lede	en	missing	-	the curriculum is the receipts — every lesson this university teaches already exists in the tree as a verified record, and every lesson ends in a verifiable act: a receipt you produce. a graduate holds signed receipts, not a certificate.	<ABSENT>
uni.lede	ru	missing	-	учебный план — это квитанции — каждый урок, который даёт этот университет, уже лежит в дереве как проверенная запись, и каждый урок заканчивается проверяемым действием: квитанцией, которую вы сами составляете. выпускник держит подписанные квитанции, а не сертификат.	<ABSENT>
uni.lede	uk	missing	-	навчальний план — це квитанції — кожен урок, який дає цей університет, уже лежить у дереві як перевірений запис, і кожен урок закінчується перевірною дією: квитанцією, яку ви самі складаєте. випускник тримає підписані квитанції, а не сертифікат.	<ABSENT>
uni.lede	tt	missing	-	укыту программасы — бу квитанцияләр — бу университет укыткан һәр дәрес агачта инде тикшерелгән язма булып ята, һәм һәр дәрес тикшереп була торган гамәл белән тәмамлана: сез үзегез төзегән квитанция. чыгарылыш имзалы квитанцияләр тота, таныклык түгел.	<ABSENT>
uni.lede	cs	missing	-	učební plán jsou doklady — každá lekce, kterou tato univerzita učí, už ve stromu existuje jako ověřený záznam, a každá lekce končí ověřitelným činem: dokladem, který sami sestavíte. absolvent drží podepsané doklady, ne osvědčení.	<ABSENT>
uni.lede	lv	missing	-	mācību saturs ir kvītis — katra nodarbība, ko šī universitāte māca, jau pastāv kokā kā pārbaudīts ieraksts, un katra nodarbība beidzas ar pārbaudāmu darbu: kvīti, ko tu pats izraksti. absolvents tur parakstītas kvītis, nevis apliecību.	<ABSENT>
uni.lede	gd	missing	-	is e na cuidhteasan a th' anns a' churraicealam — tha gach leasan a theagaisgeas an oilthigh seo mu thràth anns a' chraoibh mar chlàr dearbhte, agus tha gach leasan a' crìochnachadh le gnìomh so-dhearbhaidh: cuidhteas a nì thusa. tha ceumnaiche a' cumail cuidhteasan soidhichte, chan e teisteanas.	<ABSENT>
uni.lede	de	missing	-	der Lehrstoff sind die Belege — jede Lektion, die diese Universität lehrt, steht schon im Baum als geprüfter Eintrag, und jede Lektion endet in einer prüfbaren Tat: einem Beleg, den du selbst erzeugst. ein Absolvent hält unterzeichnete Belege, kein Zeugnis.	<ABSENT>
uni.lede	nl	missing	-	de leerstof is de kwitanties — elke les die deze universiteit geeft, staat al in de boom als een geverifieerd record, en elke les eindigt in een verifieerbare daad: een kwitantie die jij zelf maakt. een afgestudeerde houdt ondertekende kwitanties, geen certificaat.	<ABSENT>
uni.lede	nl-be	missing	-	de leerstof is de bewijsstukken — elke les die deze universiteit geeft, staat al in de boom als een geverifieerd record, en elke les eindigt in een verifieerbare daad: een bewijsstuk dat gij zelf maakt. een afgestudeerde houdt ondertekende bewijsstukken, geen certificaat.	<ABSENT>
uni.lede	da	missing	-	lærestoffet er kvitteringerne — hver lektion, dette universitet underviser, findes allerede i træet som en verificeret post, og hver lektion ender i en verificerbar handling: en kvittering, du selv frembringer. en dimittend holder underskrevne kvitteringer, ikke et bevis.	<ABSENT>
uni.lede	nb	missing	-	lærstoffet er kvitteringene — hver leksjon dette universitetet underviser, finnes allerede i treet som en verifisert post, og hver leksjon ender i en verifiserbar handling: en kvittering du selv lager. en uteksaminert holder signerte kvitteringer, ikke et vitnemål.	<ABSENT>
uni.lede	sv	missing	-	lärostoffet är kvittona — varje lektion detta universitet undervisar finns redan i trädet som en verifierad post, och varje lektion slutar i en verifierbar handling: ett kvitto som du själv tar fram. en examinerad håller signerade kvitton, inte ett intyg.	<ABSENT>
uni.lede	fi	missing	-	opetussisältö on kuitteja — jokainen oppitunti, jota tämä yliopisto opettaa, on jo puussa varmennettuna tietueena, ja jokainen oppitunti päättyy todennettavaan tekoon: kuittiin, jonka sinä tuotat. valmistunut pitää allekirjoitettuja kuitteja, ei todistusta.	<ABSENT>
uni.lede	es	missing	-	el plan de estudios son los recibos — cada lección que enseña esta universidad ya existe en el árbol como un registro verificado, y cada lección termina en un acto verificable: un recibo que tú produces. un graduado sostiene recibos firmados, no un certificado.	<ABSENT>
uni.lede	fr	missing	-	le cursus, ce sont les reçus — chaque leçon que cette université enseigne existe déjà dans l'arbre comme un enregistrement vérifié, et chaque leçon se termine par un acte vérifiable : un reçu que vous produisez. un diplômé détient des reçus signés, pas un certificat.	<ABSENT>
uni.lede	hu	missing	-	a tananyag a bizonylatok — minden lecke, amit ez az egyetem tanít, már ott van a fában, ellenőrzött feljegyzésként, és minden lecke ellenőrizhető tettel zárul: egy bizonylattal, amit te állítasz ki. a végzett aláírt bizonylatokat tart, nem oklevelet.	<ABSENT>
uni.lede	tr	missing	-	müfredat makbuzlardır — bu üniversitenin öğrettiği her ders ağaçta doğrulanmış bir kayıt olarak zaten vardır ve her ders doğrulanabilir bir eylemle biter: sizin ürettiğiniz bir makbuz. mezun bir sertifika değil, imzalı makbuzlar tutar.	<ABSENT>
uni.lede	zh	missing	-	课程即凭据——这所大学所教的每一课，都已作为已核验的记录存在于树中；每一课都以可核验的行动收尾：一张由你出具的凭据。毕业生持有的是已签名的凭据，不是一张证书。	<ABSENT>
uni.lede	ja	missing	-	カリキュラムはレシートである——この大学が教えるすべての授業は、すでにツリー上の検証済み記録として存在する。そしてすべての授業は検証可能な行為で終わる：あなたが作るレシートだ。卒業生が持つのは署名済みレシートであり、証書ではない。	<ABSENT>
uni.lede	ko	missing	-	교육과정이 곧 영수증이다 — 이 대학이 가르치는 모든 수업은 이미 트리 안의 검증된 기록으로 존재하며, 모든 수업은 검증 가능한 행위로 끝난다: 당신이 만드는 영수증. 졸업생이 쥐는 것은 서명된 영수증이지, 수료증이 아니다.	<ABSENT>
uni.lede	th	missing	-	หลักสูตรคือใบเสร็จ — ทุกบทเรียนที่มหาวิทยาลัยนี้สอน มีอยู่ในต้นไม้แล้วในฐานะบันทึกที่ตรวจแล้ว และทุกบทเรียนจบด้วยการลงมือที่ตรวจสอบได้: ใบเสร็จที่คุณเป็นผู้สร้าง ผู้สำเร็จการศึกษาถือใบเสร็จที่ลงนามแล้ว ไม่ใช่ใบประกาศนียบัตร	<ABSENT>
uni.lede	ar	missing	-	المنهج هو الإيصالات — كل درس تعلّمه هذه الجامعة موجود أصلاً في الشجرة كسجلّ موثّق، وكل درس ينتهي بفعل قابل للتحقق: إيصال تُصدره أنت. الخرّيج يمسك إيصالات موقّعة، لا شهادة.	<ABSENT>
uni.lede	he	missing	-	התוכנית היא הקבלות — כל שיעור שהאוניברסיטה הזאת מלמדת כבר קיים בעץ כרשומה מאומתת, וכל שיעור מסתיים במעשה בר-אימות: קבלה שאתה מפיק. בוגר מחזיק קבלות חתומות, לא תעודה.	<ABSENT>
uni.lede	fa	missing	-	برنامهٔ درسی همان رسیدهاست — هر درسی که این دانشگاه می‌آموزد از پیش در درخت به‌عنوان سابقه‌ای راستی‌آزمایی‌شده هست، و هر درس با کنشی راستی‌آزمودنی پایان می‌یابد: رسیدی که تو صادر می‌کنی. فارغ‌التحصیل رسیدهای امضاشده دارد، نه گواهینامه.	<ABSENT>
uni.lede	ur	missing	-	نصاب ہی رسیدیں ہیں — ہر سبق جو یہ یونیورسٹی سکھاتی ہے پہلے سے درخت میں ایک تصدیق شدہ ریکارڈ کے طور پر موجود ہے، اور ہر سبق ایک قابلِ تصدیق عمل پر ختم ہوتا ہے: ایک رسید جو آپ خود بناتے ہیں۔ فارغ التحصیل دستخط شدہ رسیدیں رکھتا ہے، سرٹیفکیٹ نہیں۔	<ABSENT>
uni.lede	hi	missing	-	पाठ्यक्रम ही रसीदें हैं — हर पाठ जो यह विश्वविद्यालय सिखाता है पहले से वृक्ष में एक सत्यापित अभिलेख के रूप में मौजूद है, और हर पाठ एक सत्यापन-योग्य कार्य पर समाप्त होता है: एक रसीद जो आप बनाते हैं। स्नातक के पास हस्ताक्षरित रसीदें होती हैं, प्रमाणपत्र नहीं।	<ABSENT>
uni.lede	bn	missing	-	পাঠ্যক্রমই রসিদ — এই বিশ্ববিদ্যালয় যে পাঠ শেখায় তা ইতিমধ্যে বৃক্ষে যাচাইকৃত নথি হিসেবে আছে, আর প্রতিটি পাঠ শেষ হয় যাচাইযোগ্য কাজে: একটি রসিদ যা আপনি তৈরি করেন। স্নাতকের কাছে থাকে স্বাক্ষরিত রসিদ, সনদপত্র নয়।	<ABSENT>
uni.lede	sa	missing	-	पाठ्यक्रमः क्विटानि एव — यत्किञ्चित् पाठं इदं विश्वविद्यालयं शिक्षयति तत् पूर्वं वृक्षे परीक्षितलेख्यरूपेण विद्यते, प्रत्येकश्च पाठः परीक्ष्यक्रियायां समाप्तः: क्विटान् यत्त्वया निर्मीयते। स्नातकः हस्ताक्षरिक्विटानि धारयति, न प्रमाणपत्रम्।	<ABSENT>
uni.charter.quote	en	missing	-	founder, 2026-08-20, on the commission: "yes to the fourth seat, and the brief opens by naming what it is not: a content silo. The curriculum is the receipts. Every lesson ends in a verifiable act — you learn to read a COA by finding the panel undercount in our own material; you learn evidence grading by watching the funding flag fire on our own commissioned study. A graduate holds signed receipts, not a certificate."	<ABSENT>
uni.charter.quote	ru	missing	-	основатель, 2026-08-20, о поручении: «да четвёртому месту, и записка открывается тем, чем оно не является: силосом контента. Учебный план — это квитанции. Каждый урок заканчивается проверяемым действием — читать COA вы учитесь, находя недоучёт панели в нашем же материале; градацию доказательств — наблюдая, как флаг финансирования срабатывает на нашем же заказанном исследовании. Выпускник держит подписанные квитанции, а не сертификат.»	<ABSENT>
